function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_true_var_recall_mean,screen_true_var_recall_std,screen_contains_all_interaction_endpoints_mean,screen_contains_all_interaction_endpoints_std,screen_interaction_endpoint_recall_mean,screen_interaction_endpoint_recall_std,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,true_endpoint_rank_mean_mean,true_endpoint_rank_mean_std,true_endpoint_rank_worst_mean,true_endpoint_rank_worst_std,true_endpoint_score_mean_mean,true_endpoint_score_mean_std,max_nuisance_score_mean,max_nuisance_score_std,endpoint_minus_max_nuisance_mean,endpoint_minus_max_nuisance_std,num_support_evals
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.05504062134957098,0.0008486080217391111,0.0033559931943658167,0.00013736955766537908,0.051684628155205165,0.0009750009383669586,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.05504062134957098,0.0008486080217391111,0.0033559931943658167,0.00013736955766537908,0.051684628155205165,0.0009750009383669586,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.08126227618186824,0.0014623401114803947,0.006144073825558693,0.00021416650298497334,0.07511820235630953,0.0016028246992900645,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.08126227618186824,0.0014623401114803947,0.006144073825558693,0.00021416650298497334,0.07511820235630953,0.0016028246992900645,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.08126227618186824,0.0014623401114803947,0.006144073825558693,0.00021416650298497334,0.07511820235630953,0.0016028246992900645,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.08126227618186824,0.0014623401114803947,0.006144073825558693,0.00021416650298497334,0.07511820235630953,0.0016028246992900645,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10434623924834746,0.0015283453438774215,0.0045711698625690985,0.00020989412418607496,0.09977506938577836,0.0017316075825403662,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10434623924834746,0.0015283453438774215,0.0045711698625690985,0.00020989412418607496,0.09977506938577836,0.0017316075825403662,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10434623924834746,0.0015283453438774215,0.0045711698625690985,0.00020989412418607496,0.09977506938577836,0.0017316075825403662,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10434623924834746,0.0015283453438774215,0.0045711698625690985,0.00020989412418607496,0.09977506938577836,0.0017316075825403662,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024243973945071825,0.0002488888217822462,0.003135625826803099,0.0001264445568813444,0.021108348118268724,0.00036454239657025676,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024243973945071825,0.0002488888217822462,0.003135625826803099,0.0001264445568813444,0.021108348118268724,0.00036454239657025676,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024243973945071825,0.0002488888217822462,0.003135625826803099,0.0001264445568813444,0.021108348118268724,0.00036454239657025676,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024243973945071825,0.0002488888217822462,0.003135625826803099,0.0001264445568813444,0.021108348118268724,0.00036454239657025676,30
